text_snippet,true_stars,pred_stars,reasoning,explanation,json_valid,raw_response,latency_ms,prompt_type,reasoning_mismatch
"Compared to everywhere else, Robertos ranks low for me.  When it comes to indulgence after a night of drinking, there's no place like this Mexican fie",3,4.0,,"The reviewer highly recommends Roberto's for indulgent late-night Mexican food, despite some drawbacks like dirty bathrooms.",True,"{""stars"": 4, ""explanation"": ""The reviewer highly recommends Roberto's for indulgent late-night Mexican food, despite some drawbacks like dirty bathrooms.""}",4324.21,direct,
"Yesterday, while working, I felt my knee pop, a large amount of pain, and out of no where, I fell flat on my back. \n\nThe ambulance was called, and R",4,4.0,,"The reviewer was satisfied with the quick and accommodating service, but had some concerns about the lack of an MRI and follow-up wait time.",True,"{""stars"": 4, ""explanation"": ""The reviewer was satisfied with the quick and accommodating service, but had some concerns about the lack of an MRI and follow-up wait time.""}",4581.69,direct,
"Just okay.  My husbsnd hated it but I thought it would do in a pinch, but haven't been back in months.  Soups need improvement.  Staff was nice.",3,2.0,,"The reviewer found the experience mediocre, with some positives like nice staff, but significant room for improvement in soups and overall satisfaction.",True,"{""stars"": 2, ""explanation"": ""The reviewer found the experience mediocre, with some positives like nice staff, but significant room for improvement in soups and overall satisfaction.""}",2365.47,direct,
"Don't go here, the bartenders are rude!!!",1,1.0,,The reviewer had a poor experience due to unfriendly bartenders.,True,"{""stars"": 1, ""explanation"": ""The reviewer had a poor experience due to unfriendly bartenders.""}",1400.32,direct,
"Definitely the best hibachi steakhouse I've eaten at when Tiger is cooking; it's still very good when you get a different chef, but a meal with Tiger ",5,5.0,,"The reviewer highly recommends this hibachi steakhouse, especially when Tiger is cooking, praising its food, convenience, and value.",True,"{""stars"": 5, ""explanation"": ""The reviewer highly recommends this hibachi steakhouse, especially when Tiger is cooking, praising its food, convenience, and value.""}",3402.78,direct,
It's a everywhere and it's nothing unique but it's mostly fresh and they have mostly healthy options for mostly reasonable prices.\n\nThe half/half co,4,4.0,,"The reviewer praises the restaurant's fresh food, healthy options, and reasonable prices, but criticizes the noise and disruption caused by frequent sweeping.",True,"{""stars"": 4, ""explanation"": ""The reviewer praises the restaurant's fresh food, healthy options, and reasonable prices, but criticizes the noise and disruption caused by frequent sweeping.""}",3391.27,direct,
"Maybe during Oktoberfest you'd get the \""Disney\"" like experience others talked about (which would also be lame), but, on the night we came it was jus",2,2.0,,"The reviewer was disappointed with the food quality and authenticity, but enjoyed the beer and atmosphere during a non-Oktoberfest night.",True,"{""stars"": 2, ""explanation"": ""The reviewer was disappointed with the food quality and authenticity, but enjoyed the beer and atmosphere during a non-Oktoberfest night.""}",6644.82,direct,
"This was my 1st time here. It was very busy! I ate a savory, Dutch pancake for lunch, which was just ok. It didn't have much eggplant on it. It was mo",3,3.0,,"The reviewer had a mediocre experience with average food and friendly atmosphere, but unfriendly servers and unimpressive food quality.",True,"{""stars"": 3, ""explanation"": ""The reviewer had a mediocre experience with average food and friendly atmosphere, but unfriendly servers and unimpressive food quality.""}",2383.63,direct,
Amazing production with fantastic costumes and great direction. Some of the actors were hit or miss however and it felt some of them were tired of per,4,4.0,,"The reviewer enjoyed the production, costumes, and direction, but was disappointed by some actors' lack of energy and enthusiasm.",True,"{""stars"": 4, ""explanation"": ""The reviewer enjoyed the production, costumes, and direction, but was disappointed by some actors' lack of energy and enthusiasm.""}",4389.79,direct,
Great for serious BBQ cookers. No better place to get supplies. If they don't have it that can usually get it.  Bring you truck because you will want ,5,5.0,,The reviewer highly recommends this BBQ supply store for its extensive selection and competitive prices.,True,"{""stars"": 5, ""explanation"": ""The reviewer highly recommends this BBQ supply store for its extensive selection and competitive prices.""}",2322.25,direct,
Wow what a disappointment... We stooped in for some lunch and my wife ordered the meatball sandwich and I grabbed a burger and her mother had the chic,2,1.0,,"The reviewer was extremely dissatisfied with the food quality, service, and prices, making it a terrible dining experience.",True,"{""stars"": 1, ""explanation"": ""The reviewer was extremely dissatisfied with the food quality, service, and prices, making it a terrible dining experience.""}",3520.94,direct,
"Located on the 3rd Level of the Fashion Show Mall, Facing Las Vegas Blvd.. It boasts Glass Windows/Walls that showcase the beauty of the adjacent hote",5,5.0,,"The reviewer raves about the exceptional food, attentive service, and elegant atmosphere, making it a perfect dining experience.",True,"{""stars"": 5, ""explanation"": ""The reviewer raves about the exceptional food, attentive service, and elegant atmosphere, making it a perfect dining experience.""}",5591.08,direct,
"Ehhh. It's going to be difficult to write this post because I really like watching Gordon Ramsay's cooking shows and programs, but I have definitely h",2,2.0,,"The reviewer was disappointed with the lukewarm to cold burger and found the experience to be overhyped, but appreciated the interactive menu and truffle fries.",True,"{""stars"": 2, ""explanation"": ""The reviewer was disappointed with the lukewarm to cold burger and found the experience to be overhyped, but appreciated the interactive menu and truffle fries.""}",7908.77,direct,
"Spazzing bartender started a shouting match with some friends of mine. If you like the smell of sewage over cigarette smoke, then this place is for yo",1,1.0,,The reviewer had a terrible experience with a confrontational bartender and unpleasant atmosphere.,True,"{""stars"": 1, ""explanation"": ""The reviewer had a terrible experience with a confrontational bartender and unpleasant atmosphere.""}",259.42,direct,
I always get in and out pretty fast.  The servers have always been very friendly.,4,4.0,,"The reviewer praises the quick service and friendly servers, indicating a positive experience.",True,"{""stars"": 4, ""explanation"": ""The reviewer praises the quick service and friendly servers, indicating a positive experience.""}",2296.66,direct,
"So close to a five star rating, but I wasn't jumping up and down in my pants - just very happy and looking forward to going back. Enough? Definitely. ",4,5.0,,"The reviewer was extremely satisfied with their experience, praising the food, atmosphere, and service, and plans to return.",True,"{""stars"": 5, ""explanation"": ""The reviewer was extremely satisfied with their experience, praising the food, atmosphere, and service, and plans to return.""}",3321.97,direct,
"Not a lot of options as far as food. On top of that you can tell the food has been sitting there for hours, yuck! I'd enjoy my McDonalds meal better t",1,1.0,,"The reviewer was extremely dissatisfied with the food quality, service, and overall experience, citing multiple issues.",True,"{""stars"": 1, ""explanation"": ""The reviewer was extremely dissatisfied with the food quality, service, and overall experience, citing multiple issues.""}",2528.51,direct,
